ID	D_4HR_REP1	D_4HR_REP2	D_4HR_REP3	D_6HR_REP1	D_6HR_REP2	D_6HR_REP3	D_8HR_REP1	D_8HR_REP2	D_8HR_REP3
YKL089W	1292.5814770679	1068.4168075789	1330.5910260517	842.1302673908	699.9714594453	933.110942807	1035.9385297529	1096.1334263805	1308.0296745334
YEL019C	536.9774682181	421.2661949636	449.5997045922	392.1507897506	352.8158030088	325.3170144937	504.1647537615	527.0962184767	456.7937827127
YPL158C	2972.5538419217	3967.8164312325	3504.3565759804	3894.4007000582	3688.5288496378	3433.9018196554	5255.7174925855	5459.1298670615	4592.3363081029
YHR205W	8156.9434457893	5821.8823264832	6872.8528050903	5934.6690946594	5254.5027346502	5518.3404680779	7737.7285779686	7523.3066710314	7957.9712115915
YDR166C	3113.1907978835	2534.1923352605	2595.3528118672	2209.2365920283	2250.8516202649	2253.1215448266	3105.4148047168	3210.1860015611	3013.2124005055
YNL199C	4993.8904544284	4014.8069852695	4376.9441646438	2832.702133337	2636.6849449457	3116.6173240382	3968.4968474657	3880.1082921411	4082.6791499427
YDR417C	0	9.8927482183	12.6055991942	16.2643184689	5.6601465723	4.0162594382	13.2043149795	12.4689428027	10.8437693226
YGR173W	2513.5659583733	2463.2943063625	2547.7316593559	2145.0828914009	2048.0297014229	2109.8749581977	2954.5655093453	2924.5338573544	2883.0871686348
YLR047C	1536.778373329	1172.2906638713	1266.1624079482	1314.6990762377	1077.3145642676	1158.0214713458	1585.3180590501	1725.2482677881	1629.2763407142
YKL054C	30161.5129826984	17610.7406199851	19695.5484298309	16982.6592012976	13420.2075230044	16506.8262909753	22266.8764937105	22376.0846295254	20599.0952993622
YDL117W	2690.0014122164	2888.6824797504	2358.6476714433	2666.4446556547	2501.7847849717	2024.1947568495	3497.1428157744	3634.130056852	2874.9543416429
YDL046W	10179.5585760775	7917.496157398	7963.9374464527	6424.4057952235	6893.115167341	7901.3210680727	9185.4016566267	9357.3748032793	10982.0273814195
YGL242C	5341.6472909887	3875.4841145281	4945.5967505144	3162.5063689567	2912.1454114659	4405.8366036983	4503.8718002697	4338.0585550757	5741.7758562939
YFL014W	11043.8365963524	9491.2675197963	6393.8400357117	11483.512412306	15709.7368115135	21985.0041646712	21083.6898453988	14826.7065326339	32540.796265828
YBR295W	508.8500770257	627.3651161787	602.267517055	606.2976495914	682.9910197283	614.4876940436	872.6851809158	988.4471021756	790.2396893813
YMR008C	4040.1161894505	5365.1671170706	4942.795506249	7109.3143174147	7743.0805109532	7775.4782723426	11078.0201370172	10455.7753101693	9977.6232479177
YKL065C	3202.6870425866	4434.4243888634	3627.6113236568	4057.0438847474	4852.6323280145	4284.0100674064	6567.3461138793	6170.9931470687	5637.4045765643
YML130C	4437.7352194882	3868.0645533644	3910.5369944594	4216.9763496917	4117.7566313731	3672.1998796549	5752.2797619649	5779.9217591667	5196.8764478354
YGR237C	5094.8933591647	3303.3535092351	3042.1512721941	2560.7265856067	2411.2224398144	2985.4195157238	3922.4818104161	3736.148679783	3425.2756347627
YNL123W	5362.1035754922	5316.5277716639	5185.1031352037	5153.9818081512	4946.9681042201	3680.2323985313	6452.9087173906	6660.6825371374	6096.9093016076
YEL022W	4056.7369206096	3450.0959411402	4231.2794628445	3024.2596619709	2701.7766305275	2913.1268458364	3825.2500364764	4071.6765952004	4146.3862947127
YMR189W	776.0602933533	1427.0289304931	1268.9636522135	967.7269489008	1344.2848109294	1008.0811189866	1290.4216911753	1109.735909438	2231.1055381161
YIL016W	1099.5252920657	1163.2223113378	868.3857222653	1021.0377705489	1068.8243444091	787.1868498859	1478.4831469435	1442.9967443458	1091.1542880823
YGR268C	2165.809121813	1779.0458879285	2207.3804811132	1633.6604328782	1537.6731521508	2646.7149697695	2558.0359292043	2542.5307914907	3013.2124005055
YNR008W	3682.1312106384	2580.3584936126	3925.9438379189	1970.6932544842	2247.0781892167	2935.8856493195	2894.1457650453	3082.09595277	4006.7727646848
YKR050W	1401.255488493	1529.2539954158	1806.802551165	1238.7989233828	1309.3805737333	1465.9346949406	1755.3736307554	1877.1426619298	1969.4996032094
YMR269W	3056.9360154988	2447.6307883501	2469.2968199255	2119.7828404493	1870.6784421565	1863.5443793218	2732.893069993	2795.3102683085	2643.1687723733
YIL156W	1980.4240434996	1533.3759738401	1563.0943000776	1386.9849360996	1327.3043712124	1535.549858536	1931.431163815	2078.9128272822	1919.3471700926
YBR086C	7163.5351295858	6384.1201835579	6229.9672461874	5361.8036552541	5461.0980845404	5209.088491337	7833.7599596375	7797.6234126902	6754.3128167876
YOR307C	2597.9481319505	2211.8536224801	1953.867875097	2124.3007066907	2017.8422530371	1756.4441276366	2880.9414500659	2946.0711221954	2420.8715012608
YOR055W	0	0.8243956849	0	0	0.9433577621	2.6775062921	1.2003922709	2.2670805096	1.3554711653
YPL166W	378.4412633156	507.8277418739	294.1306478641	456.304490378	417.9074885907	437.7722787631	678.2216330363	706.1955787332	447.3054845555
YIL023C	791.402506731	1197.0225344171	1172.3207250582	1184.5845284864	1365.9820394567	1226.2978817951	1733.7665698799	1798.9283843494	1751.2687455929
YNL183C	2082.7054660174	1474.0194845302	1501.4669262394	1358.0705921549	1267.8728322029	1279.8480076377	1835.7999129031	1753.5867741578	1874.616621637
YMR153C-A	33.2414623183	39.5709928733	79.8354615631	46.0822356619	41.5077415305	68.2764104493	64.0209211126	49.8757712107	104.3712797296
YPL009C	9445.6893695128	8639.6667773356	9563.4479219802	7688.504769558	6807.2696109939	7958.8874533535	10672.2875494662	10162.1883841791	10595.7180993034
YGL207W	11478.5326420528	9299.1833252238	11092.9272908733	7943.312425571	7428.9423761886	8543.9225781836	10645.8789195073	11193.7100160367	11643.4973100955
YNR039C	1920.3337077705	1666.9280747875	1529.4793688931	1827.0251080087	1709.3642648449	1490.0322515698	2480.0104315984	2509.6581241018	2048.1169307979
YJR140C	1447.2821286259	1332.2234267342	1445.442040932	1391.502802341	1382.0191214116	1313.3168362893	1875.0127270845	1927.0184331405	1930.1909394151
YCL040W	23997.7787582235	22421.9138368296	16880.297943132	22714.9278883438	28351.6741808219	35808.9691509332	41510.7651186367	37597.2631708257	42616.0134376486
YOL004W	8534.1061913235	6075.7961974202	7319.6512654172	5850.63678257	5342.2350065214	6128.8119026833	7904.9832343752	8363.2599998297	8009.4791158736
YKL165C	1406.3695596189	1574.5957580831	1766.1845093171	1367.1063246376	1394.2827723183	1243.7016726939	1864.6093274038	1973.4935835868	1778.3781688993
YOL036W	3821.4896488189	4099.7197408101	4050.599207728	3944.0972287132	3753.6205352196	3757.8800810031	5555.4154295437	5562.2820302473	4940.69239759
YGL038C	4804.6698227706	4111.2612803982	3798.4872238445	3353.1603243424	3215.9066108479	3051.018419881	4657.9221416968	4577.2355488361	4260.2458725995
YDR333C	1736.2271472385	2487.2017812234	2184.9705269902	1985.1504264566	2158.4025595834	1753.7666213445	2786.9107221818	2984.6114908582	2506.266184676
YMR250W	2718.1288034088	5732.0231968335	3466.5397783979	4455.5196872359	6306.3466393423	5968.1615251555	8089.8436440878	7381.6141391829	8010.8345870389
YGL062W	5272.6073307892	5686.6814341661	4896.5749758704	6939.4425467393	6996.8845211671	8794.2694164977	9418.2777571737	9038.8499916837	13463.8950851197
YDL112W	5171.604426053	3502.8572649713	4112.2265815662	3418.2175982181	3147.9848519799	3318.7690490939	4676.7282872736	4619.1765382632	4597.7581927641
YJL091C	852.7713602416	1164.8711027076	1191.9294349158	947.8483374387	968.8284216312	963.9022651664	1324.4328055164	1405.5899159378	1320.2289150213
YHR189W	248.0324496055	358.6121229142	406.1804184789	321.6720763853	365.0794539156	424.3847473024	548.5792677834	522.5620574575	486.6141483497
YDR093W	3997.925102662	3643.0045313975	3841.9065099578	3099.2562415776	3123.4575501664	3147.4086463976	4283.7998839452	4798.2758985198	4097.5893327612
YDR330W	3411.0854409665	3314.0706531383	3241.0396150355	2761.3198467234	2731.9640789133	3042.9859010046	4082.9342439545	3911.8474192752	4006.7727646848
YOL129W	3985.1399248472	5265.4152392025	4358.7360769189	4624.487884663	4634.7166849796	4362.9965030242	6496.1228391416	6501.986901467	6171.4602157002
YDL106C	2418.9556425444	2187.1217519343	2385.2594919643	1456.5600762166	1483.9017597136	1709.5877675244	2144.3007265143	2235.341382443	2167.3983933461
YIL112W	4440.2922550512	3933.1918124683	4002.9780552167	3223.9493498393	3485.7069307958	3881.045370441	4772.3595381855	5170.0771020905	4978.6455902189
YDL099W	12243.0862753728	7957.0671502713	7571.7632493007	6639.4562283126	6579.9203903385	6863.7873798727	9362.2594512002	9903.7412060873	9036.9262591859
YDR028C	6079.3520508978	5474.8117431571	5131.8794941616	5266.0248909371	5352.611941904	5349.6575716737	7680.5098797242	7751.1482622439	7079.6258964643
YER038W-A	38.3555334442	30.5026403398	54.6242631748	33.4322101861	30.1874483858	62.921397865	62.8205288417	49.8757712107	62.3516736047
YDR314C	741.5403132536	582.8477491962	563.0500973398	629.7905540465	649.9734980564	688.1191170772	977.1193084807	939.7048712197	852.591362986
YHL048W	2334.5734689673	2178.0533994008	1535.0818574239	1820.7000952708	2009.3520331786	1535.549858536	2767.704445848	2754.5028191361	2044.050517302
YOL138C	1943.347027837	1649.6157654054	2086.9269777022	1649.9247513471	1563.1438117263	1823.3817849399	2295.9502833997	2277.2823718701	2529.3091944864
YGL044C	8122.4234656896	3180.5185521909	4068.8072954529	2935.7094836401	2333.8671033258	3309.3977770714	3772.8329073154	3649.999620419	4679.0864626833
YNL242W	1229.9341057758	1093.9730738096	1229.7462324983	1139.4058660727	1121.6523790842	1265.121723031	1575.7149208833	1568.8197126273	1832.5970155121
YFR020W	534.4204326552	891.9961310188	857.1807452038	737.3157705911	697.1413861592	738.9917366276	1050.7433677601	951.0402737676	1066.7558071065
YDR169C-A	17.8992489406	19.7854964366	33.6149311845	24.3964777034	18.8671552411	32.1300755055	32.4105913132	21.537264841	52.8633754475
YKL074C	4143.6761297497	2642.1881699772	3315.2725880678	2287.8474646281	2069.7269299502	2622.6174131404	3071.4036903758	3080.9624125152	3715.3464641411
YNL170W	56.2547823848	41.219784243	28.0124426537	54.2143948964	57.5448234854	20.081297191	56.0183059735	91.8167606379	40.6641349596
YDR276C	16127.2232954838	13144.989195097	10101.2868209316	11848.5560046085	9986.3852691216	11234.8164017733	18405.2145583514	15565.774778756	12817.3353392623
YDR432W	27950.9557385339	14271.938096301	19236.1443703099	10085.6845972271	8262.8706378459	13324.61006278	14117.8134975936	14482.1102951782	16237.1890893636
YNL230C	861.7209847119	1192.9005559928	1348.7991137766	1148.4415985554	1118.8223057981	1309.3005768511	1693.3533634276	1798.9283843494	1568.2801382748
YKR064W	1429.3828796853	1654.5621395146	1470.6532393203	1567.6995857543	1574.464104871	1261.1054635928	2177.9117100984	2207.0028760733	1851.5736118266
YGL052W	42.1910867886	25.5562662307	42.0186639806	39.757222924	35.8475949581	30.7913223595	46.8152985636	53.2763919751	52.8633754475
YGR079W	3290.9047695081	3270.3776818407	4923.1867963914	5715.100795329	4068.7020277462	3109.9235583078	5813.8998985357	5315.1702547034	7143.3330412344
YBL104C	1484.3591442886	1543.2687220584	1445.442040932	1539.6888150578	1495.2220528583	1336.0756397724	2143.5004650004	2333.9593846096	1714.6710241293
YIL101C	1509.9294999181	1239.066714345	1134.5039274757	2014.9683436496	1936.7134855004	3075.1159765102	3079.8064362718	2910.9313742969	3964.7531585599
YAR007C	3036.4797309952	3646.302114137	3918.9407272555	2636.6267384616	2621.5912207528	2717.6688865109	3713.6135552863	3952.6548684476	3639.4400788832
YFL023W	5686.847091986	3598.4871644151	4078.6116503817	3430.8676236939	2886.6747518904	3338.8503462849	4447.0532327822	4433.2759364779	4809.211694554
YJR118C	4185.8672165383	3330.5585668355	2106.5356875598	2486.6335792483	1991.4282356996	1725.6528052771	3409.1140492446	3278.1984168484	2111.824075568
YPL147W	531.8633970922	369.3292668174	305.3356249256	366.850738799	354.7025185329	322.6395082015	495.3618771085	502.1583328713	485.2586771844
YPR149W	9345.964982558	20714.590373484	15444.6602571288	15845.0604817215	19460.527273447	21106.7821008529	28663.3667743707	27401.0685790029	24006.7498089757
YLR020C	2679.7732699646	2813.6624724281	2767.6293341876	2373.6869232141	2421.599375197	2199.571418984	3435.5226792036	3426.6921902257	3066.075775953
YDR033W	18652.2959138904	36225.59518413	23262.9330017822	23920.2946015404	28544.1191642813	17808.09434895	39070.7677627336	39163.8158029434	21539.792288094
YJL049W	2080.1484304544	1698.2551108122	1407.6252433495	1673.4176558023	1488.6185485239	1282.5255139298	2276.343876309	2192.266852761	1843.4407848347
YGL131C	2282.154239927	1588.6104847257	1666.7403378964	1873.1073436707	1793.3231056679	1911.7394925801	2716.8878397149	2871.2574653793	2332.7658755151
YNL138W-A	588.118179477	508.6521375588	479.0127693786	459.9187833711	589.5986012848	451.1598102237	696.6276478562	729.9999240838	708.9114194622
YDR104C	919.2542848781	988.4504261475	824.9664361521	1066.2164329626	981.0920725379	896.9646078632	1455.6756937972	1478.1364922442	1248.3889432594
YLR086W	3803.5903998783	2990.9075446731	3449.7323128057	3021.5489422261	2676.305970952	3041.6471478585	4088.9362053088	4181.6299999149	4143.6753523821
YIL002W-A	1803.9885896565	1650.4401610903	1434.2370638705	1279.4597195551	1519.7493546717	1237.0079069636	1857.8071045355	2097.0494713588	1782.4445823953
YML043C	2351.1942001264	1691.6599453333	2007.0915161391	1889.3716621396	1398.9995611286	743.0079960658	1925.4292024607	1820.4656491904	1988.4761995239
YHR190W	6616.329519116	8890.2830655331	8552.1987421809	6478.6201901199	7247.8176858739	6969.5488784118	10181.7272414411	10218.8653969185	9019.3051340367
YJL144W	513.9641481516	775.7563394535	879.5906993268	387.6329235093	666.0105800113	1763.137893367	1405.659349178	1197.0185090567	1398.8462426098
YMR209C	1610.9324046543	1727.9333554671	1796.9981962362	1334.5776876997	1299.0036383507	1271.8154887613	1837.000305174	1856.7389373436	1865.1283234798
YIL047C	2251.4698131716	3604.2579342091	3610.8038580646	3385.6889612803	3728.1498756441	3411.1430161723	5055.2519833517	5269.8286445118	4650.6215682116
YAL004W	0	0	1.4006221327	0	0.9433577621	0	1.2003922709	0	0
YPL149W	707.0203331538	973.61130382	920.2087411747	965.0162291559	1136.7461032771	1321.3493551657	1637.7351882111	1586.9563567039	1642.8310523674
YHR086W	1797.5960007492	1934.8566723671	1897.8429897896	1649.9247513471	1777.2860237129	1713.6040269626	2379.1774808461	2468.8506749294	2476.4458190389
YHR104W	6524.27623885	6821.8742922187	6246.7747117797	5022.0601139033	5344.1217220455	6546.5028842554	8073.8384138096	7324.9371264434	8680.4373427068
YIR023W	3669.3460328237	3236.5774587614	3602.4001252685	2756.801980482	2535.7456644057	2875.6417577465	3957.293186271	3753.1517836048	3915.9561966084
YHL036W	235.2472717908	421.2661949636	355.7580217023	362.3328725576	424.5109929251	496.6774171899	609.3991428403	484.0216887947	733.3099004379
YER078W-A	19.1777667221	16.4879136972	1.4006221327	7.2285859862	9.4335776206	2.6775062921	10.8035304377	10.2018622931	6.7773558266
YOR181W	5654.8841474493	3581.174855033	4446.9752712781	2694.4554263511	2273.4922065542	3947.9830277442	4298.2045911955	4194.0989427175	4211.448910648
YLR342W	19783.7841504928	17804.4736059272	20785.2324490606	20652.973735784	17769.0868060811	17892.435797152	27719.4583187171	27261.643127664	25294.4474160293
YLR223C	10799.6397000913	5135.9851166795	6947.0857781227	8823.3927693893	6633.6917827757	5167.587143809	9876.0273431286	9176.0083625131	10367.9989435297
YJL179W	5635.7063807272	3342.9245021084	5255.134241838	2606.8088212686	2442.3532459622	3698.9749425762	3484.3386315519	3789.425071758	5206.3647459926
YBR212W	4428.7855950179	4854.8661881421	3977.7668568283	4404.0160120843	4124.3601357075	3956.0155466206	6188.0221562873	6280.9465517832	5339.200920194
YOL078W	1648.009420317	1340.4673835828	1589.7061205986	1377.9492036169	1287.683345206	1397.6582844913	1853.4056662091	1958.7575602746	1987.1207283586
YNL089C	6.3925889074	4.9463741092	5.6024885307	0.9035732483	2.8300732862	4.0162594382	1.6005230278	3.4006207644	6.7773558266
YOL007C	2366.5364135041	3189.5869047244	3347.4868971196	2710.7197448201	2362.1678361875	2337.4629930286	3385.1062038274	3572.9188830934	3624.5298960647
YBR069C	4849.4179451221	6722.1224143506	6250.9765781777	8608.3423363002	8703.4187127259	5626.7794729091	11316.0979374046	11641.4584166781	9801.4119964261
YOR299W	1626.274618032	2134.3604281032	2033.7033366601	1591.1924902094	1749.9286486133	1409.7070628059	2415.1892489719	2446.1798698336	1926.1245259192
YBR076C-A	404.0116189451	406.4270726361	343.1524225081	378.5971910265	425.4543506871	360.1245962914	528.5727299357	639.3167037007	500.1688600029
YBR162W-A	11533.508906656	5153.2974260615	6470.8742530094	4391.3659866085	3961.1592428719	5083.2456956069	5532.2078456404	6215.2012170055	7470.0015920764
YPR051W	2443.2474803924	2331.3909967848	2077.1226227734	2262.5474136765	1798.9832522402	1882.2869233667	3006.9826385063	2889.3941094559	2606.5710509096
YJL140W	19924.4211064547	7875.4519774702	11237.19137054	6933.1175340014	5672.4102232409	9224.0091763844	9288.6353919207	8856.3500106627	13093.8514569875
YJL156W-A	6.3925889074	3.2975827394	15.4068434595	5.4214394896	12.2636509067	18.7425440449	10.8035304377	7.9347817835	33.886779133
YPR161C	3278.1195916934	3095.6057966503	2930.1015015792	2677.2875346339	2472.540694348	2532.920952354	3770.0319920168	3837.0337624592	3388.677913299
YPL242C	3445.6054210662	2965.3512784424	3089.7724247054	3022.4525154744	3040.4420671055	3005.5008129148	4194.5707251445	4559.0989047594	4245.335689781
YMR054W	5694.5181986749	4764.1826628075	4682.2797895694	3962.1686936787	3824.3723673738	4064.4545514518	5591.8273284265	5928.415532544	5462.548796238
YJL217W	4234.4508922342	6247.2704998711	4480.5902024626	3541.1035599833	4218.6959119131	5100.6494865057	5627.8390965523	6000.9621088504	6809.8871345657
YJR063W	1626.274618032	1954.6421688037	2026.7002259967	1461.9815157063	1488.6185485239	1405.6908033677	1984.2484237329	1998.4314691922	2271.7696730757
YDL133C-A	5071.8800390982	10097.1983481686	6973.6975986437	5579.564808088	9270.3767277213	5306.8174709997	8454.3627636725	12737.5918430586	7732.9629981484
YJL149W	1301.5311015382	1448.4632182995	1372.6096900323	1417.7064265409	1419.7534318938	1409.7070628059	2077.87902086	2053.9749416768	1960.0113050522
YNL305C	912.8616959708	1560.5810314405	1245.1530759579	1495.4137258924	1874.4518732047	1823.3817849399	2541.6305681692	2593.5401029561	2316.5002215312
YNL157W	8181.2352836373	4548.1909933741	3805.4903345079	4729.3023814627	3630.9840261524	4474.1130141476	6570.9472906919	5930.6826130536	5923.4089924467
YPL061W	21860.0970276028	33374.8349058831	28799.5922922901	38177.7768860456	35975.8916137561	27706.8351109509	45748.9500962891	40641.9522951877	59872.5168433326
YJL219W	25.5703556294	28.8538489701	22.409954123	26.2036241999	28.3007328617	12.0487783146	34.411245098	32.8726673889	29.820365637
YDR222W	1733.6701116756	2144.2531763216	2082.7251113041	930.6804457216	1121.6523790842	1072.3412699977	1611.7266890091	1732.0495093169	1138.5957788685
YDL019C	3529.9875946433	3061.805573571	3292.8626339449	2671.8660951443	2573.4799748879	2885.013029769	3933.2853408538	4101.1486418249	3635.3736653872
YML037C	662.2722108023	508.6521375588	563.0500973398	522.265337502	471.6788810278	404.3034501115	685.8241174185	714.1303605168	611.3174955591
YNL243W	8412.6470020837	7905.95461781	7860.291408634	6357.5413748513	6620.4847741069	7039.1640420071	9510.307831273	10176.9244074914	9076.2349229801
YPR142C	15.3422133777	6.5951654789	2.8012442654	4.5178662414	6.6035043344	2.6775062921	5.2016998404	12.4689428027	2.7109423306
YBR109C	4084.864311802	5391.5477789862	3738.260472139	4447.3875280014	4948.8548197442	3749.8475621267	7113.524597121	6757.0334587944	5034.219907997
YHL016C	207.1198805984	258.0358493613	194.6864764434	289.1434394475	333.9486477677	273.1056417972	399.7306261966	411.4751124882	483.9032060191
YDR446W	12.7851778147	22.2586834912	26.611820521	19.878611462	16.980439717	14.7262846067	19.2062763338	32.8726673889	24.3984809758
YDR524C-B	20504.8681792428	38998.8622679999	41490.6294365581	35228.5138036814	40454.0109102345	39380.7625446333	56386.4262699004	53036.0814410454	56205.9673411431
YLL034C	2930.3627551331	2836.7455516042	2900.6884367928	2566.1480250963	2411.2224398144	1919.7720114565	3224.653770289	3300.8692219442	3413.0763942748
YJR033C	2291.1038643973	2128.5896583092	2193.3742597863	1833.3501207466	1829.170700626	2159.408824602	2716.087578201	3002.7481349348	2658.0789551918
YOL088C	3485.2394722918	2971.9464439213	2885.2815933332	2515.547923193	2228.2110339756	2591.8260907809	3583.5710592764	3405.1549253847	3573.0219917825
YCR079W	1045.8275452438	1629.8302689688	2037.9052030582	1551.4352672853	1736.7216399445	2369.5930685342	2442.7982712017	2452.9811113624	3253.1307967671
YCR048W	1873.028549856	3100.5521707595	4505.8014008509	2548.9801333791	3039.4987093435	3646.7635698797	3970.4975012505	4236.0399321447	5096.5715816018
YOR069W	3164.3315091424	3326.4365884112	3187.8159739934	2638.4338849582	2661.2122467591	2551.6634963989	3882.0686039638	3917.5151205491	3514.7367316738
YBR017C	7313.121710018	6022.2104779043	6014.2714377538	3984.7580248855	3744.1869575991	3792.6876628007	5454.9826095483	5948.8192571302	5209.0756883233
YLR018C	3113.1907978835	3034.6005159707	2801.2442653721	2871.5557830127	2450.8434658207	2178.1513686469	3754.4268924956	3761.0865653883	3301.9277587186
YLR297W	1389.7488284597	1682.5915927998	1413.2277318802	1602.0353691887	1792.3797479058	1725.6528052771	2691.2794712699	2906.3972132778	1786.5109958913
YDR019C	1842.3441231007	2096.4382265997	2613.5608995921	1833.3501207466	1841.4343515327	2162.0863308942	2427.9934331944	2060.7761832055	3949.8429757414
YLR137W	972.9520316999	948.8794332742	1154.1126373333	938.812604956	832.0415461331	1104.4713455032	1264.8133227303	1257.0961425605	1634.6982253755
YDL168W	1985.5381146255	3738.6344308413	3157.0022870743	3241.1172415565	3513.0643058954	3225.0563288694	4927.6102718835	4903.6951422152	4597.7581927641
YKR095W	12099.892283848	5388.2501962467	7192.1946513427	6443.3808334373	5066.7745400012	6956.1613469511	8716.848540234	8628.5084194502	9355.461983036
YDR182W-A	76.7110668883	27.2050576004	29.4130647864	20.7821847103	28.3007328617	17.4037908988	32.8107220702	34.0062076437	29.820365637
YPR158W	1208.1993034907	1121.17813141	1564.4949222103	604.4905030949	793.3638778888	1507.4360424686	1456.0758245541	1428.2607210335	1312.0960880294
YML076C	2724.5213923162	2294.2931909661	2479.1011748543	2087.2542035114	1873.5085154426	2112.5524644898	2938.1601483102	2896.1953509847	2948.1497845702
YLR398C	5475.8916580432	3627.3410133852	4382.5466531746	3328.763846639	3275.3381498574	3649.4410761718	4698.7354789061	4904.8286824699	5229.4077558031
YLR110C	60418.9147990072	135890.911505312	152169.190983541	113157.188601017	148908.07938273	143084.597498228	193630.475643469	195026.73437662	197623.629490104
YDL195W	15592.8028628286	12057.6112867663	15778.0083247081	10345.0101194816	9044.91422259	12639.1684519949	15354.6176673372	16120.0759633476	14881.717924044
YDR073W	877.0631980896	1441.0436571358	1036.4603781877	1318.3133692308	1435.7905138488	1156.6827181997	2155.504387709	1927.0184331405	1576.4129652667
YIR019C	1125.0956476951	729.5901811013	1329.190403919	823.155229177	530.1670622753	909.0133861778	1002.7276769257	1071.1955407752	1200.9474524732
YER148W-A	24.291837848	18.1367050669	7.0031106634	9.0357324827	9.4335776206	5.3550125843	10.4033996808	20.4037245862	4.066413496
YPL119C	513.9641481516	542.4523606381	459.404059521	493.3509935573	517.9034113686	603.7776688751	753.0460845867	781.0092355493	801.0834587039
YJL213W	862.9995024934	854.8983252001	1016.8516683301	532.204643233	526.3936312271	562.2763213471	751.4455615588	771.940913511	825.4819396796
YPL125W	3467.3402233512	2745.2376305847	3495.9528431843	2651.9874836823	2457.4469701551	2868.9479920162	3617.9823043744	3693.074150101	4243.9802186157
YOR379C	11.5066600332	39.5709928733	57.4255074401	37.0465031792	50.941319151	58.9051384268	60.019613543	70.2794957969	82.6837410845
YLL067C	7.6711066888	12.3659352729	16.8074655922	30.7214904413	16.0370819549	17.4037908988	41.2134679662	27.2049661149	23.0430098104
YNL324W	2.5570355629	4.1219784243	2.8012442654	1.8071464965	4.7167888103	5.3550125843	3.6011768126	3.4006207644	10.8437693226
YLR402W	558.7122705031	239.8991442943	264.7175830777	273.7826942268	286.7807596649	204.8292313479	372.1216039668	401.2732501951	337.5123201646
YNL279W	310.6798208976	314.9191516166	284.3262929353	162.6431846892	177.3512592665	186.086687303	216.0706087549	219.906809429	332.0904355033
YNL278W	1437.0539863742	1457.531570833	1857.2249479417	1529.7495093268	1418.8100741318	1718.9590395468	2184.7139329666	2305.6208782399	2277.191557737
YBR225W	2324.3453267155	1927.4371112033	2005.6908940064	1749.3178086572	1533.8997211026	1953.2408401081	2525.6253378911	2479.0525372225	2586.2389834298
YPL154C	11189.5876234402	14273.5868876707	11892.682528637	17363.967112069	18292.650364022	18120.023831983	26739.5380949378	24946.9539273858	26321.8945593416
YNR044W	3955.7340158734	3746.0539920051	3005.7350967442	2025.8112226289	1633.8956438805	1809.9942534792	2609.2526660944	2345.2947871575	2983.3920348685
YKL124W	1034.3208852106	661.9897349428	626.0780933107	855.6838661149	812.23103313	821.9944316836	1263.6129304595	1189.0837272732	1161.6387886789
YDL143W	9078.7547662304	10450.8640969736	9647.4852499413	7388.5184511312	7310.0792981696	6875.8361581873	10824.7373678656	11020.278357054	9482.876272576
YML074C	25838.8443635427	22464.7824124423	24248.9709831932	14495.1220488011	14511.6724537028	15435.8237741237	20634.7431360968	22507.5752990809	21411.0225273886
YBR108W	2362.7008601597	2122.8188885152	2399.2657132912	1458.3672227132	1675.4033854109	2380.3030937027	2595.648220358	2683.0897830844	2727.2079846231
YOL067C	735.1477243462	1062.6460377849	1357.2028465728	915.3197005009	1107.5020126534	1231.6528943793	1368.0470580243	1625.4967253667	1737.7140339397
YIL048W	1904.9914943928	1896.9344708635	1648.5322501715	1934.5503245533	1810.3035453849	1487.3547452777	2637.6619498381	2845.1860395192	2125.3787872212
YDR289C	2034.1217903214	2096.4382265997	1602.3117197928	1620.1068341541	1501.8255571927	1552.9536494348	2485.6122621957	2442.7792490693	1865.1283234798
YBR135W	1695.3145782315	2150.0239461156	2825.0548416277	1931.8396048084	1831.0574161501	2258.4765574108	2875.7397502255	2776.0400839771	3109.4508532432
YOR035C	1711.9353093906	1530.9027867855	1544.8862123527	1317.4097959826	1301.8337116369	1518.1460676371	1980.2471161633	2186.5991514871	1850.2181406613
YER081W	932.0394626929	1027.1970233359	1117.6964618835	1583.0603309749	1917.8463302592	1709.5877675244	2393.1820573394	2193.4003930158	3006.4350446789
YML124C	5932.3225060286	6966.1435370693	7067.5392815337	5098.8638400065	5155.4501696344	5258.6223577414	7720.9230861765	7705.8066520524	7160.9541663835
YCR087W	37.0770156627	31.3270360247	16.8074655922	30.7214904413	24.5273018134	21.420050337	32.8107220702	55.5434724846	24.3984809758
YCR100C	178.992489406	293.4848638103	413.1835291424	238.5433375442	254.706595755	322.6395082015	360.9179427721	371.8012035706	456.7937827127
YHR030C	9449.5249228572	6023.859269274	4673.8760567733	3820.3076936997	4086.6258252253	5814.2049133581	6847.0375129899	7033.6172809628	6170.1047445349
YKL036C	11.5066600332	33.8002230793	53.2236410421	18.9750382137	26.4140173376	18.7425440449	32.4105913132	23.8043453506	37.9531926289
YIL126W	8140.3227146302	5859.8045279868	6947.0857781227	5509.0860947226	4837.5386038216	5321.5437556064	7336.3974287441	7961.9867496346	7610.9705932696
YPL016W	2601.7836852949	1553.1614702768	2028.1008481294	2153.2150506354	1758.4188684718	2237.0565070738	2976.1725702208	3212.4530820707	2800.4034275503
